location,total_sqft,bath,balcony,bhk,price,predicted_price_rf,price_per_sqft
Yelahanka,1045.0,2.0,1.0,2.0,45.0,51.97627341269842,4306.2200956937795
other,1442.0,3.0,2.0,3.0,80.0,61.28043333333325,5547.850208044383
other,1500.0,2.0,2.0,3.0,75.0,78.64744372133583,5000.0
other,497.0,1.0,1.0,2.0,20.0,20.92584690309691,4024.1448692152917
other,1255.0,2.0,1.0,2.0,53.57,57.77846361382039,4268.525896414342
other,1432.0,3.0,2.0,3.0,79.0,74.96023333333332,5516.7597765363125
other,2100.0,3.0,2.0,3.0,150.0,147.9083373015873,7142.857142857143
Hennur Road,1450.0,2.0,2.0,2.0,80.0,77.15614999999998,5517.241379310345
Sarjapur  Road,1346.0,2.0,1.0,2.0,69.61,70.54935035991785,5171.619613670134
other,1200.0,2.0,2.0,2.0,29.0,57.5871973877602,2416.6666666666665
Electronic City Phase II,925.0,2.0,1.0,3.0,49.82,45.99793571428573,5385.945945945946
other,1160.0,2.0,2.0,2.0,49.0,46.00748912044959,4224.137931034483
other,1768.0,3.0,3.0,3.0,81.31,87.70746666666675,4598.981900452489
other,1094.0,2.0,2.0,2.0,54.0,53.48199476190477,4936.014625228519
other,1500.0,3.0,3.0,3.0,90.0,96.16807899877898,6000.0
other,1745.0,3.0,2.0,3.0,130.0,113.97862207237208,7449.856733524355
other,2875.0,7.0,0.0,7.0,85.0,122.675,2956.521739130435
other,3500.0,3.0,3.0,4.0,425.0,423.35541666666677,12142.857142857143
other,1550.0,3.0,1.0,3.0,50.0,70.5092111111111,3225.8064516129034
other,2340.0,5.0,1.0,4.0,160.0,145.80476190476193,6837.606837606838
Whitefield,1655.0,3.0,2.0,3.0,113.0,94.18080000000002,6827.794561933535
other,2024.0,3.0,2.0,3.0,103.0,144.045,5088.932806324111
other,3100.0,5.0,0.0,4.0,425.0,301.2233333333333,13709.677419354839
other,1575.0,4.0,3.0,3.0,100.0,109.7,6349.206349206349
other,1920.0,3.0,2.0,3.0,130.0,140.3560556110556,6770.833333333333
Sarjapur  Road,6200.0,4.0,2.0,4.0,744.0,750.37,12000.0
other,1082.0,2.0,1.0,3.0,55.0,49.622721930846936,5083.179297597043
other,1265.0,2.0,3.0,3.0,55.0,55.45018666666665,4347.826086956522
other,1100.0,2.0,2.0,3.0,45.0,67.28807142857141,4090.909090909091
other,1160.0,2.0,1.0,2.0,65.0,52.10141449834914,5603.448275862069
other,1246.0,2.0,1.0,2.0,67.4,69.05721650729204,5409.309791332264
other,615.0,1.0,1.0,1.0,43.08,31.951466666666647,7004.878048780488
7th Phase JP Nagar,1128.0,2.0,1.0,2.0,60.0,61.05525581046661,5319.148936170212
other,1260.0,2.0,1.0,2.0,55.0,69.80655445887443,4365.079365079365
other,1830.0,3.0,3.0,3.0,89.89,100.34815666666671,4912.021857923497
other,1525.0,2.0,2.0,3.0,68.0,73.7117366666666,4459.016393442623
Yelahanka,602.0,2.0,1.0,1.0,30.0,31.26916666666666,4983.388704318937
other,3000.0,4.0,2.0,7.0,400.0,322.2159523809524,13333.333333333334
other,1835.0,3.0,3.0,3.0,89.0,91.67314285714288,4850.136239782017
Kanakpura Road,1250.0,3.0,3.0,3.0,62.6,59.755513888888935,5008.0
other,1200.0,4.0,1.0,4.0,110.0,139.58382221004393,9166.666666666666
other,1855.0,3.0,3.0,3.0,96.0,127.34794291819293,5175.202156334231
Kanakpura Road,1450.0,3.0,3.0,3.0,60.91,58.08395304768762,4200.689655172414
Sarjapur  Road,2089.0,3.0,2.0,3.0,148.0,136.75464285714287,7084.729535662997
Haralur Road,1464.0,3.0,2.0,3.0,56.0,55.99285714285714,3825.136612021858
other,4800.0,3.0,2.0,4.0,200.0,298.54,4166.666666666667
other,1200.0,2.0,2.0,2.0,44.73,57.5871973877602,3727.5
other,1095.0,2.0,1.0,2.0,45.0,52.08252623376623,4109.58904109589
other,2900.0,3.0,2.0,3.0,297.0,315.37466666666666,10241.379310344828
other,2500.0,3.0,2.0,3.0,345.0,250.5960714285714,13800.0
other,1170.0,3.0,2.0,3.0,80.0,71.41416666666667,6837.606837606838
other,1280.0,2.0,1.0,2.0,88.0,69.356754737587,6875.0
other,1224.0,2.0,0.0,2.0,105.0,65.01965999999999,8578.43137254902
Thanisandra,1694.0,3.0,1.0,3.0,125.0,118.76781428571427,7378.984651711924
Electronic City,825.0,2.0,1.0,2.0,30.0,32.391166666666685,3636.3636363636365
Sarjapur  Road,1612.0,3.0,1.0,3.0,98.38,94.32234999999999,6102.977667493797
other,985.0,2.0,1.0,2.0,25.12,54.96893466417442,2550.253807106599
other,1175.0,2.0,2.0,2.0,75.0,61.10737366572928,6382.978723404255
other,600.0,1.0,0.0,1.0,24.0,46.10695662638446,4000.0
Whitefield,1740.0,3.0,3.0,3.0,85.0,87.07,4885.057471264367
other,1770.0,3.0,2.0,3.0,99.0,95.16743333333332,5593.220338983051
other,1090.0,2.0,1.0,2.0,46.0,38.75105407092905,4220.183486238532
Whitefield,4144.0,5.0,1.0,5.0,331.0,359.03,7987.451737451737
other,1800.0,3.0,1.0,3.0,130.0,145.80008730158733,7222.222222222223
other,1221.0,3.0,3.0,3.0,65.0,70.97846428571427,5323.505323505324
other,1046.0,2.0,1.0,2.0,48.0,59.19317239898993,4588.910133843212
Uttarahalli,1290.0,2.0,3.0,3.0,56.12,53.57085166666661,4350.387596899225
Electronic City Phase II,1065.0,2.0,1.0,2.0,30.76,30.8984304761905,2888.262910798122
other,1850.0,4.0,2.0,3.0,121.0,126.2904642857143,6540.540540540541
other,1097.0,2.0,1.0,2.0,49.0,42.71186666666667,4466.727438468551
other,1200.0,3.0,2.0,2.0,70.0,68.32890128754576,5833.333333333333
other,2160.0,3.0,2.0,3.0,170.0,151.97642857142856,7870.37037037037
other,1140.0,2.0,2.0,2.0,52.0,48.15450264854517,4561.403508771929
other,1297.0,2.0,2.0,2.0,98.0,103.01661904761903,7555.898226676947
other,1150.0,2.0,0.0,2.0,50.0,111.01385685714287,4347.826086956522
other,1375.0,2.0,1.0,2.0,45.0,82.35333333333332,3272.7272727272725
other,1245.0,2.0,2.0,2.0,58.0,87.55888333333334,4658.634538152611
other,4750.0,6.0,1.0,4.0,948.0,955.5679999999998,19957.894736842107
other,1800.0,3.0,0.0,4.0,180.0,143.7870238095238,10000.0
other,1594.0,3.0,2.0,3.0,140.0,109.85310000000001,8782.936010037642
other,1200.0,2.0,0.0,3.0,66.0,78.87850131915609,5500.0
other,645.0,1.0,1.0,1.0,16.45,23.702164701801472,2550.3875968992247
Kanakpura Road,700.0,2.0,2.0,2.0,36.0,36.08275848401598,5142.857142857143
Raja Rajeshwari Nagar,1000.0,2.0,0.0,2.0,50.0,54.44364085037769,5000.0
Whitefield,4000.0,5.0,1.0,6.0,540.0,500.52,13500.0
other,1160.0,2.0,2.0,2.0,42.0,46.00748912044959,3620.689655172414
other,1200.0,6.0,0.0,6.0,85.0,108.90785714285714,7083.333333333333
other,600.0,3.0,0.0,5.0,140.0,122.7144761904762,23333.333333333332
other,1570.0,2.0,2.0,3.0,95.0,82.94058333333334,6050.955414012738
Sarjapur  Road,1290.0,2.0,2.0,2.0,88.0,81.31006388888888,6821.705426356589
other,1200.0,2.0,1.0,2.0,44.4,66.6977315562278,3700.0
other,2777.29,5.0,2.0,3.0,649.0,517.59,23368.10343896388
other,2250.0,3.0,0.0,3.0,180.0,186.815,8000.0
other,1270.0,2.0,0.0,2.0,172.0,130.5755375,13543.307086614173
other,1145.0,2.0,2.0,2.0,44.0,55.850313861067896,3842.7947598253277
other,1320.0,2.0,2.0,3.0,46.0,58.191633705183705,3484.848484848485
Electronic City Phase II,1065.0,2.0,1.0,2.0,30.75,30.8984304761905,2887.323943661972
Whitefield,1650.0,3.0,2.0,3.0,48.0,60.34357602813854,2909.090909090909
Sarjapur  Road,1371.0,2.0,1.0,2.0,86.0,83.55617904761907,6272.793581327498
other,2700.0,5.0,2.0,5.0,150.0,141.915,5555.555555555556
Electronic City,1575.0,3.0,1.0,3.0,94.5,91.76650000000001,6000.0
Yelahanka,1362.0,2.0,2.0,2.0,66.0,69.49626666666668,4845.814977973569
Haralur Road,1255.0,3.0,1.0,3.0,90.0,107.81000000000002,7171.314741035857
Whitefield,925.0,2.0,1.0,2.0,35.0,55.9732281926407,3783.7837837837837
other,1088.0,2.0,1.0,2.0,30.46,37.68478333333334,2799.6323529411766
Yelahanka,1234.0,2.0,2.0,2.0,80.0,75.34609777777777,6482.982171799027
Sarjapur  Road,2140.0,3.0,2.0,3.0,139.0,138.89,6495.327102803738
other,1584.0,3.0,2.0,3.0,101.0,85.8824285714286,6376.262626262626
Whitefield,1175.0,2.0,2.0,2.0,50.0,53.94006666666666,4255.31914893617
other,1555.0,3.0,3.0,3.0,52.0,67.40840929292929,3344.051446945338
other,645.0,1.0,1.0,1.0,16.45,23.702164701801472,2550.3875968992247
other,1585.0,2.0,2.0,3.0,79.0,83.59566666666666,4984.22712933754
other,1354.0,2.0,2.0,2.0,71.0,75.65254761904762,5243.722304283604
other,1165.0,2.0,2.0,2.0,45.0,64.36473055833056,3862.6609442060085
other,1200.0,3.0,1.0,3.0,75.0,103.0588305964313,6250.0
Hebbal,1740.0,2.0,1.0,3.0,137.0,115.83859999999999,7873.563218390805
Hebbal,1200.0,9.0,0.0,9.0,185.0,183.68,15416.666666666666
other,985.0,2.0,1.0,2.0,50.17,54.96893466417442,5093.401015228426
other,1200.0,2.0,1.0,2.0,36.0,66.6977315562278,3000.0
other,600.0,4.0,2.0,3.0,70.0,102.37624999999998,11666.666666666666
other,1340.0,2.0,2.0,3.0,47.0,53.42670119047618,3507.4626865671644
other,1583.0,3.0,1.0,3.0,95.23,86.25354166666656,6015.792798483892
other,1200.0,1.0,1.0,2.0,180.0,82.63096248196248,15000.0
Bannerghatta Road,1122.5,2.0,0.0,2.0,61.74,58.683017500000005,5500.22271714922
Thanisandra,1573.0,3.0,2.0,3.0,100.0,104.04930952380954,6357.279084551812
other,1227.0,2.0,2.0,2.0,42.88,48.401777018191666,3494.702526487368
other,1210.0,2.0,1.0,2.0,60.0,78.2360498749028,4958.677685950413
other,1650.0,3.0,3.0,3.0,125.0,125.90828762903762,7575.757575757576
Raja Rajeshwari Nagar,1485.0,2.0,2.0,3.0,63.0,63.465549999999986,4242.424242424242
Haralur Road,1735.0,3.0,2.0,3.0,97.0,93.15729999999999,5590.778097982709
other,1730.0,3.0,2.0,3.0,175.0,135.3024,10115.606936416185
other,1684.0,3.0,2.0,3.0,86.0,91.9525,5106.88836104513
other,1686.0,3.0,3.0,3.0,77.0,91.10708333333334,4567.022538552787
other,1654.0,3.0,3.0,3.0,82.0,82.23726190476191,4957.678355501814
other,1600.0,3.0,3.0,3.0,105.0,95.40892380778836,6562.5
other,1100.0,2.0,1.0,2.0,39.9,56.64297445552915,3627.2727272727275
Bannerghatta Road,1655.0,3.0,3.0,3.0,95.0,96.16082,5740.181268882176
other,1830.0,3.0,3.0,3.0,121.0,100.34815666666671,6612.021857923497
Hebbal,1430.0,3.0,1.0,3.0,85.0,83.23309999999998,5944.055944055944
other,1989.0,4.0,3.0,3.0,155.0,137.4716,7792.860734037205
Sarjapur  Road,1044.0,2.0,2.0,2.0,55.0,48.86449999999999,5268.199233716475
other,1426.0,3.0,2.0,3.0,85.0,75.17773333333334,5960.729312762974
other,1115.0,2.0,2.0,2.0,50.0,48.01226488095235,4484.304932735426
Yelahanka,1000.0,2.0,1.0,2.0,29.0,38.04777530657748,2900.0
other,754.0,2.0,0.0,2.0,69.99,57.13062380952373,9282.493368700265
Electronic City Phase II,1140.0,2.0,1.0,2.0,33.06,33.264634368409375,2900.0
other,900.0,2.0,1.0,2.0,35.0,52.37462243048155,3888.8888888888887
other,1200.0,2.0,3.0,2.0,50.0,65.53116314489631,4166.666666666667
other,580.0,1.0,1.0,1.0,45.0,36.17520000000001,7758.620689655172
other,1200.0,2.0,0.0,3.0,66.0,78.87850131915609,5500.0
other,1030.0,2.0,1.0,2.0,50.36,47.55375260822509,4889.320388349514
other,1910.0,4.0,3.0,3.0,150.0,141.2620238095238,7853.4031413612565
other,1950.0,3.0,3.0,3.0,132.0,172.441119047619,6769.2307692307695
other,1724.0,3.0,1.0,3.0,125.0,131.31924999999998,7250.580046403712
other,1200.0,2.0,2.0,3.0,130.0,77.65968013946839,10833.333333333334
other,1314.0,2.0,0.0,2.0,225.0,165.62749999999994,17123.287671232876
other,1400.0,2.0,2.0,2.0,65.0,94.72396050518108,4642.857142857143
other,1400.0,2.0,2.0,3.0,68.0,63.948052075729585,4857.142857142857
other,1115.0,2.0,2.0,2.0,44.6,48.01226488095235,4000.0
other,1300.0,2.0,2.0,2.0,55.86,75.87688630828427,4296.923076923077
other,2400.0,4.0,1.0,4.0,150.0,238.47409168609175,6250.0
Kanakpura Road,1332.0,2.0,1.0,2.0,108.0,107.41666666666669,8108.108108108108
other,1000.0,2.0,1.0,2.0,41.0,47.18313045524569,4100.0
Whitefield,1200.0,3.0,2.0,3.0,67.75,60.36746444444444,5645.833333333333
Whitefield,2444.0,4.0,0.0,4.0,145.0,183.18666666666664,5932.896890343699
Electronic City,1070.0,2.0,1.0,2.0,48.0,53.50342280721458,4485.981308411215
Sarjapur  Road,1600.0,3.0,1.0,3.0,85.0,102.84133333333331,5312.5
Marathahalli,1196.0,2.0,2.0,2.0,57.95,59.45152499999998,4845.3177257525085
Electronic City,1025.0,2.0,1.0,2.0,54.0,45.5175252136752,5268.292682926829
other,1220.0,3.0,2.0,3.0,56.0,56.0,4590.163934426229
Sarjapur  Road,2180.0,4.0,3.0,3.0,180.0,182.61,8256.880733944954
other,1600.0,3.0,2.0,3.0,102.0,106.3725991976015,6375.0
Whitefield,1270.0,2.0,1.0,2.0,110.0,98.94846666666668,8661.417322834646
other,3290.0,4.0,0.0,3.0,460.0,378.67,13981.76291793313
other,1932.47,3.0,2.0,3.0,183.0,111.19,9469.7459727706
other,2086.0,3.0,2.0,3.0,160.0,146.505,7670.182166826462
other,1165.0,2.0,1.0,2.0,51.42,59.45876771839275,4413.733905579399
Marathahalli,1310.0,3.0,1.0,3.0,63.25,67.50332,4828.244274809161
other,1440.0,2.0,2.0,2.0,165.0,141.70091666666664,11458.333333333334
other,1900.0,3.0,2.0,3.0,85.0,138.0175,4473.684210526316
other,740.0,1.0,1.0,2.0,22.0,27.55811666666667,2972.972972972973
other,2503.0,3.0,3.0,3.0,138.0,140.55833333333334,5513.383939272872
other,1075.0,2.0,2.0,2.0,60.0,52.58941524447774,5581.395348837209
other,1260.0,2.0,2.0,2.0,83.5,72.60563153846155,6626.984126984127
Yelahanka,1282.0,2.0,1.0,3.0,48.72,53.924,3800.312012480499
other,1100.0,2.0,1.0,4.0,60.0,89.1959285714286,5454.545454545455
other,1717.0,3.0,3.0,3.0,125.0,109.91150000000002,7280.139778683751
other,1088.0,2.0,2.0,2.0,46.0,45.15594632034632,4227.941176470588
Raja Rajeshwari Nagar,1335.0,2.0,1.0,3.0,56.0,62.69621666666667,4194.756554307116
other,1200.0,2.0,1.0,2.0,42.0,66.6977315562278,3500.0
other,1325.0,2.0,2.0,3.0,60.0,59.83386666666675,4528.301886792453
other,1157.0,2.0,1.0,2.0,73.0,58.254108897243114,6309.420916162489
other,1200.0,2.0,1.0,2.0,54.0,66.6977315562278,4500.0
other,1510.0,2.0,2.0,3.0,65.0,84.24070634920633,4304.635761589404
other,1050.0,2.0,2.0,2.0,54.0,53.63067564648229,5142.857142857143
other,1200.0,2.0,2.0,2.0,45.0,57.5871973877602,3750.0
other,1516.0,3.0,1.0,3.0,147.0,128.126,9696.569920844327
other,2400.0,6.0,2.0,6.0,475.0,400.0864285714285,19791.666666666668
other,1050.0,2.0,1.0,2.0,44.41,54.18199270903312,4229.523809523809
other,1000.0,2.0,0.0,2.0,66.0,75.37479186596428,6600.0
other,1050.0,2.0,2.0,2.0,35.0,53.63067564648229,3333.3333333333335
other,600.0,5.0,0.0,4.0,110.0,93.42500000000001,18333.333333333332
other,1194.0,2.0,1.0,2.0,65.0,63.39205527805529,5443.886097152429
other,600.0,3.0,2.0,4.0,62.0,71.59731565656567,10333.333333333334
other,1210.0,2.0,3.0,2.0,69.0,62.84305555555556,5702.479338842975
Whitefield,1660.0,3.0,1.0,3.0,110.0,111.17654285714286,6626.506024096386
other,1410.0,2.0,3.0,2.0,125.0,93.11077777777778,8865.248226950354
other,1305.0,2.0,1.0,2.0,67.0,72.27859047619047,5134.099616858238
other,1800.0,6.0,2.0,6.0,101.0,142.645,5611.111111111111
Bannerghatta Road,1206.0,2.0,3.0,2.0,53.0,61.1711,4394.69320066335
other,883.0,2.0,1.0,2.0,49.0,41.50764799341012,5549.263873159683
Bannerghatta Road,1150.0,2.0,2.0,2.0,55.0,60.17476212121212,4782.608695652174
other,1100.0,2.0,0.0,2.0,65.0,61.334662851854034,5909.090909090909
other,1245.0,2.0,1.0,2.0,125.0,84.07685808080807,10040.160642570281
other,1850.0,3.0,3.0,3.0,110.0,100.93120021645022,5945.945945945946
other,3385.0,4.0,1.0,4.0,220.0,233.7,6499.261447562777
other,2150.0,3.0,2.0,4.0,85.0,123.97333333333334,3953.4883720930234
Hebbal,3895.0,3.0,1.0,3.0,390.0,384.565,10012.836970474968
other,1035.0,2.0,2.0,2.0,55.0,54.12150511224887,5314.009661835748
other,600.0,3.0,2.0,2.0,72.0,85.8688095238095,12000.0
other,1200.0,3.0,3.0,3.0,75.0,144.6957093253968,6250.0
Hennur Road,1155.0,2.0,1.0,2.0,69.18,67.28720000000007,5989.6103896103905
other,1200.0,6.0,2.0,7.0,235.0,190.7706468253968,19583.333333333332
other,755.0,1.0,0.0,1.0,30.12,39.17379999999994,3989.4039735099336
other,960.0,2.0,2.0,2.0,35.0,41.55553174603174,3645.8333333333335
other,450.0,1.0,1.0,1.0,20.0,16.460897366522367,4444.444444444444
other,4000.0,5.0,0.0,5.0,680.0,646.2466666666667,17000.0
Raja Rajeshwari Nagar,1571.0,3.0,3.0,3.0,53.12,54.400199999999955,3381.285805219605
Sarjapur  Road,1691.0,3.0,2.0,3.0,119.0,108.28054205211454,7037.25606150207
other,1489.0,2.0,1.0,3.0,70.0,73.48500000000001,4701.141705842848
other,800.0,2.0,1.0,2.0,32.0,56.62067071817072,4000.0
other,980.0,2.0,2.0,3.0,60.0,41.921012777777776,6122.448979591837
Bannerghatta Road,1215.0,2.0,1.0,2.0,65.0,66.06030476190476,5349.794238683127
Electronic City Phase II,911.0,2.0,1.0,2.0,26.5,32.11693333333333,2908.8913282107574
other,1535.0,3.0,0.0,3.0,90.0,88.1046318181818,5863.192182410424
other,1200.0,5.0,0.0,5.0,205.0,187.03911840610354,17083.333333333332
other,1500.0,2.0,1.0,3.0,70.0,109.23682366627182,4666.666666666667
other,1588.0,2.0,3.0,2.0,58.0,69.85166666666666,3652.3929471032748
other,675.0,4.0,2.0,4.0,68.0,78.81416666666667,10074.074074074075
other,957.0,2.0,2.0,2.0,56.0,55.03519841269842,5851.619644723093
Electronic City Phase II,1200.0,2.0,1.0,2.0,34.65,45.75789203463203,2887.5
other,1495.0,2.0,2.0,3.0,52.33,67.19593654401156,3500.334448160535
other,845.0,2.0,0.0,2.0,34.0,34.56805591630592,4023.6686390532545
other,3000.0,4.0,2.0,4.0,350.0,213.16301948051955,11666.666666666666
Sarjapur  Road,2206.0,4.0,1.0,3.0,180.0,200.76260000000002,8159.564823209429
other,1181.0,2.0,1.0,2.0,61.0,70.63835396825398,5165.114309906859
Sarjapur  Road,1309.0,2.0,3.0,2.0,69.5,70.04563333333334,5309.396485867074
other,1400.0,3.0,3.0,3.0,63.0,107.9901111111111,4500.0
Kanakpura Road,1622.0,3.0,0.0,3.0,95.0,97.26595000000002,5856.966707768187
other,1225.0,2.0,2.0,2.0,48.0,58.188157754492906,3918.3673469387754
other,1719.0,3.0,3.0,3.0,95.0,123.03,5526.468877254218
other,995.0,2.0,1.0,2.0,40.8,39.80105397546899,4100.5025125628135
other,1120.0,2.0,2.0,2.0,53.0,43.74920927108712,4732.142857142857
other,1047.0,2.0,1.0,2.0,75.0,82.24273794372293,7163.323782234957
other,1466.0,3.0,3.0,3.0,59.96,68.91765928571427,4090.0409276944065
Sarjapur  Road,1691.0,3.0,2.0,3.0,100.0,108.28054205211454,5913.660555884092
other,876.0,2.0,2.0,2.0,28.47,30.689481666666666,3250.0
other,1659.0,3.0,1.0,3.0,135.0,129.02686904761904,8137.4321880651
Whitefield,1270.0,2.0,1.0,2.0,105.0,98.94846666666668,8267.71653543307
other,1269.0,2.0,3.0,3.0,50.75,55.98918666666666,3999.211977935382
other,1200.0,3.0,2.0,2.0,80.0,68.32890128754576,6666.666666666667
other,1153.0,2.0,2.0,2.0,56.5,54.1005615169553,4900.260190806592
Whitefield,1315.0,2.0,2.0,2.0,69.5,69.09833333333333,5285.171102661597
other,2485.0,4.0,2.0,4.0,198.0,198.4006111111111,7967.806841046277
other,1354.0,3.0,1.0,3.0,85.86,64.01518286435787,6341.211225997045
Whitefield,1344.0,3.0,1.0,4.0,130.0,146.27601849816847,9672.619047619048
Yelahanka,1180.0,2.0,1.0,2.0,55.0,57.357058333333356,4661.016949152542
other,1313.0,2.0,2.0,2.0,68.0,68.18226666666668,5178.979436405179
other,1100.0,2.0,2.0,2.0,50.0,52.632757641613324,4545.454545454545
other,600.0,4.0,1.0,4.0,78.0,65.86107142857142,13000.0
other,1200.0,3.0,0.0,3.0,190.0,119.967646105013,15833.333333333334
other,625.0,3.0,3.0,6.0,78.0,91.71,12480.0
other,890.0,2.0,3.0,2.0,37.0,38.32052380952381,4157.303370786517
Whitefield,1173.0,2.0,1.0,2.0,78.2,70.37785873015872,6666.666666666667
other,1190.0,2.0,1.0,2.0,55.0,59.75389804084803,4621.848739495798
other,1250.0,2.0,0.0,2.0,75.0,101.47357142857143,6000.0
other,1644.0,3.0,3.0,3.0,80.51,85.47753190476193,4897.20194647202
other,1740.0,3.0,2.0,3.0,150.0,143.38914285714287,8620.689655172413
other,1710.0,3.0,2.0,3.0,110.0,100.99540952380953,6432.748538011696
other,1000.0,4.0,2.0,4.0,130.0,123.77566666666665,13000.0
Hebbal,1662.0,3.0,2.0,3.0,155.0,140.5491459429459,9326.113116726836
other,1162.0,2.0,1.0,2.0,48.0,55.55739487734491,4130.808950086059
Whitefield,1362.0,2.0,3.0,2.0,85.0,79.1234,6240.822320117474
other,540.0,1.0,1.0,1.0,22.5,24.02532261904762,4166.666666666667
Thanisandra,1533.0,3.0,0.0,3.0,75.885,78.91520000000013,4950.097847358122
other,900.0,4.0,1.0,5.0,62.0,131.39166666666668,6888.888888888889
Sarjapur  Road,1250.0,4.0,0.0,4.0,135.0,132.9052136752137,10800.0
other,1410.0,2.0,3.0,3.0,54.99,52.176190786713285,3900.0
other,2665.0,5.0,3.0,4.0,125.0,160.175,4690.431519699812
other,970.0,2.0,0.0,2.0,45.0,39.427635714285714,4639.1752577319585
other,1799.0,6.0,3.0,6.0,101.0,113.13,5614.230127848805
other,1500.0,6.0,1.0,6.0,300.0,162.5,20000.0
Uttarahalli,1200.0,4.0,3.0,4.0,155.0,167.82718473193472,12916.666666666666
Haralur Road,1810.0,3.0,2.0,3.0,97.83,110.27819273809527,5404.972375690608
other,1084.0,2.0,1.0,2.0,51.0,88.54482499999999,4704.79704797048
other,1500.0,3.0,2.0,3.0,85.0,81.3956276318842,5666.666666666667
Uttarahalli,1328.0,2.0,1.0,3.0,56.0,54.95887857142858,4216.8674698795185
Marathahalli,1485.0,2.0,2.0,3.0,90.0,78.51742777777777,6060.606060606061
other,1500.0,2.0,2.0,3.0,58.0,78.64744372133583,3866.6666666666665
other,1100.0,2.0,2.0,2.0,85.0,52.632757641613324,7727.272727272727
other,1360.0,2.0,2.0,3.0,73.0,66.28491680375186,5367.64705882353
other,900.0,2.0,1.0,2.0,75.0,52.37462243048155,8333.333333333334
other,600.0,3.0,3.0,3.0,86.0,81.85764815739816,14333.333333333334
Electronic City Phase II,1031.0,2.0,1.0,2.0,54.48,54.06566761904761,5284.190106692531
Whitefield,955.0,2.0,0.0,2.0,38.19,40.49001666666666,3998.952879581152
Uttarahalli,1040.0,2.0,2.0,2.0,36.4,41.797975873015915,3500.0
other,2800.0,6.0,1.0,7.0,110.0,148.1375,3928.5714285714284
other,1404.0,2.0,1.0,3.0,56.15,68.28641203796198,3999.287749287749
Haralur Road,1200.0,2.0,2.0,2.0,46.0,66.21711877579786,3833.3333333333335
Yelahanka,1267.0,3.0,1.0,2.0,78.0,75.36754285714287,6156.274664561957
Bannerghatta Road,1510.0,2.0,3.0,3.0,110.0,96.11464444444444,7284.76821192053
Kanakpura Road,900.0,2.0,1.0,2.0,42.0,43.257705975642004,4666.666666666667
Whitefield,1457.0,2.0,2.0,3.0,105.0,93.51262857142859,7206.588881262869
other,3596.0,4.0,2.0,4.0,268.0,315.67423015873027,7452.725250278087
other,1408.0,3.0,2.0,3.0,80.0,82.52308571428571,5681.818181818182
other,1005.0,2.0,2.0,2.0,45.0,41.70866761904762,4477.611940298508
other,30400.0,4.0,2.0,6.0,1824.0,1584.62,6000.0
Electronic City Phase II,545.0,1.0,1.0,2.0,28.0,29.405722222222217,5137.614678899083
other,1182.0,2.0,1.0,2.0,64.0,70.865,5414.551607445009
other,2038.5,3.0,0.0,3.0,122.0,144.43,5984.792739759627
Sarjapur  Road,1367.0,2.0,0.0,2.0,80.0,77.12090999999998,5852.231163130944
other,1200.0,4.0,2.0,5.0,200.0,193.92080988455984,16666.666666666668
other,1100.0,4.0,3.0,5.0,199.0,176.0715,18090.909090909092
Sarjapur  Road,1565.0,3.0,2.0,3.0,78.0,82.545,4984.025559105431
Whitefield,1720.0,3.0,2.0,3.0,128.0,125.09958666666664,7441.860465116279
other,1107.0,2.0,3.0,2.0,44.0,42.23473809523809,3974.706413730804
Yelahanka,1360.0,2.0,1.0,2.0,78.19,75.63982952380942,5749.264705882353
other,625.0,1.0,1.0,2.0,25.0,25.410966666666667,4000.0
other,1701.0,2.0,2.0,2.0,145.0,134.50433333333336,8524.397413286302
other,1350.0,1.0,0.0,3.0,120.0,117.53037619047618,8888.888888888889
