location,total_sqft,bath,balcony,bhk,price
other,1205.0,2.0,2.0,2.0,60.0
Raja Rajeshwari Nagar,1400.0,2.0,2.0,3.0,86.0
other,1625.0,3.0,1.0,3.0,150.0
Electronic City,1500.0,3.0,1.0,3.0,73.0
Bannerghatta Road,1520.0,2.0,3.0,3.0,80.0
other,1300.0,3.0,1.0,2.0,65.0
other,1150.0,2.0,2.0,2.0,47.0
other,1762.0,3.0,3.0,3.0,109.0
other,1153.0,2.0,2.0,2.0,58.0
Yelahanka,2650.0,4.0,1.0,4.0,223.0
other,1350.0,2.0,2.0,3.0,47.0
other,950.0,2.0,2.0,2.0,56.0
other,3295.0,3.0,3.0,3.0,310.0
other,1515.0,3.0,3.0,3.0,80.5
other,1100.0,2.0,2.0,2.0,30.0
other,1250.0,2.0,2.0,2.0,65.0
other,1200.0,2.0,0.0,2.0,120.0
other,2500.0,8.0,3.0,7.0,95.0
other,1200.0,4.0,2.0,4.0,100.0
Yelahanka,1355.0,2.0,2.0,3.0,51.5
other,1115.0,3.0,1.0,3.0,39.14
other,1275.0,3.0,2.0,3.0,45.0
other,2051.0,3.0,2.0,3.0,170.0
other,1470.0,2.0,2.0,3.0,99.0
other,1550.0,2.0,3.0,3.0,70.0
Bannerghatta Road,1270.0,2.0,1.0,3.0,73.0
other,2119.0,4.0,2.0,4.0,111.0
other,1600.0,3.0,3.0,3.0,170.0
other,1320.0,2.0,2.0,3.0,50.0
other,2505.0,3.0,0.0,3.0,165.0
other,1410.0,2.0,1.0,3.0,54.0
Whitefield,1200.0,2.0,3.0,2.0,70.0
other,1705.0,2.0,1.0,3.0,86.96
Electronic City,995.0,2.0,1.0,2.0,48.0
other,1081.0,2.0,1.0,2.0,52.0
other,1194.0,2.0,2.0,2.0,46.0
other,605.0,1.0,1.0,1.0,30.24
Yelahanka,567.0,1.0,1.0,1.0,25.0
other,1718.0,3.0,2.0,2.0,275.0
other,1410.5,2.0,0.0,3.0,70.385
other,600.0,5.0,1.0,3.0,135.0
other,1715.0,3.0,2.0,3.0,105.0
other,3206.0,5.0,0.0,4.0,270.0
other,1500.0,4.0,0.0,4.0,235.0
Bannerghatta Road,1846.0,3.0,2.0,3.0,120.0
other,600.0,3.0,1.0,3.0,90.0
Whitefield,1015.0,2.0,3.0,2.0,56.0
Thanisandra,1100.0,2.0,1.0,2.0,36.0
Thanisandra,1965.0,4.0,2.0,3.0,125.0
other,1021.0,2.0,2.0,2.0,45.9
Haralur Road,1230.0,2.0,1.0,2.0,67.65
Uttarahalli,1260.0,2.0,2.0,2.0,55.0
other,1894.0,4.0,1.0,3.0,114.0
other,1500.0,4.0,2.0,6.0,233.0
other,1950.0,3.0,2.0,3.0,131.0
other,1231.0,2.0,3.0,2.0,66.0
other,1236.0,2.0,1.0,2.0,58.0
other,1800.0,3.0,0.0,4.0,120.0
other,1650.0,3.0,2.0,3.0,135.0
other,750.0,3.0,1.0,5.0,88.0
other,1443.0,2.0,2.0,3.0,70.0
other,886.0,4.0,2.0,4.0,120.0
other,925.0,2.0,1.0,2.0,68.0
other,1305.0,3.0,1.0,3.0,33.28
other,1190.0,2.0,2.0,2.0,46.41
Uttarahalli,1284.0,2.0,2.0,2.0,53.36
other,350.0,3.0,1.0,4.0,45.0
other,875.0,3.0,1.0,3.0,115.0
other,1325.0,2.0,1.0,2.0,59.0
other,1183.0,2.0,1.0,2.0,79.54
other,1750.0,3.0,2.0,3.0,100.0
other,747.0,1.0,2.0,1.0,27.0
Electronic City,1342.0,2.0,1.0,2.0,90.0
other,1113.0,2.0,1.0,2.0,52.0
other,1738.0,3.0,2.0,3.0,110.0
other,1206.0,2.0,0.0,2.0,90.0
Hebbal,2790.0,4.0,3.0,4.0,198.0
Hebbal,1162.0,2.0,1.0,2.0,59.0
other,1194.0,2.0,2.0,2.0,46.0
Sarjapur  Road,1857.0,4.0,3.0,3.0,155.0
other,3500.0,6.0,0.0,6.0,115.0
other,1763.0,3.0,2.0,2.0,240.0
Uttarahalli,1150.0,2.0,1.0,2.0,45.99
other,2400.0,5.0,3.0,4.0,550.0
other,1290.0,2.0,2.0,2.0,72.0
other,3408.0,5.0,0.0,4.0,145.0
other,900.0,2.0,1.0,2.0,145.0
other,1150.0,2.0,0.0,2.0,70.0
other,1040.0,2.0,1.0,3.0,109.0
other,1160.0,2.0,2.0,2.0,64.08
other,900.0,2.0,2.0,2.0,27.0
Sarjapur  Road,1750.0,3.0,1.0,4.0,185.0
Electronic City,1320.0,2.0,1.0,3.0,38.12
other,2240.0,4.0,2.0,4.0,160.0
other,891.0,2.0,1.0,2.0,26.0
other,1000.0,4.0,3.0,5.0,80.0
other,1852.0,3.0,2.0,3.0,125.0
other,1323.0,2.0,1.0,3.0,42.0
other,1404.0,2.0,1.0,2.0,67.5
other,1370.0,2.0,2.0,2.0,60.0
Uttarahalli,1385.0,2.0,2.0,3.0,48.48
other,1129.0,2.0,1.0,2.0,50.0
other,1876.0,3.0,1.0,3.0,150.0
other,1720.0,3.0,1.0,3.0,95.0
other,1200.0,4.0,1.0,4.0,80.0
other,1175.0,2.0,2.0,2.0,86.68
other,500.0,1.0,2.0,1.0,51.0
other,1200.0,5.0,2.0,5.0,85.0
Electronic City Phase II,1200.0,1.0,0.0,1.0,295.0
other,1893.0,3.0,2.0,3.0,130.0
Whitefield,1430.0,3.0,2.0,3.0,52.0
other,850.0,2.0,2.0,2.0,45.0
other,1392.0,2.0,1.0,2.0,110.0
Kanakpura Road,1938.0,3.0,3.0,3.0,105.0
other,1020.0,2.0,2.0,2.0,52.0
other,2400.0,2.0,1.0,3.0,360.0
other,1832.0,3.0,2.0,3.0,160.0
other,1423.0,2.0,2.0,3.0,85.0
other,1432.0,2.0,1.0,2.0,85.0
other,1350.0,4.0,3.0,4.0,235.0
other,1500.0,6.0,0.0,8.0,270.0
other,1480.0,3.0,2.0,3.0,65.0
Kanakpura Road,1843.0,3.0,2.0,3.0,96.2
other,760.0,4.0,2.0,3.0,95.0
other,1916.0,2.0,1.0,3.0,150.0
other,1255.0,2.0,1.0,2.0,55.5
other,1160.0,2.0,2.0,2.0,44.08
other,2640.0,2.0,1.0,2.0,170.0
other,1160.0,2.0,3.0,2.0,53.0
other,1200.0,2.0,1.0,2.0,80.0
7th Phase JP Nagar,1100.0,2.0,1.0,2.0,44.0
other,1500.0,3.0,3.0,3.0,100.0
Electronic City Phase II,1336.0,2.0,3.0,3.0,50.35
other,1065.0,2.0,1.0,2.0,46.0
Hebbal,1294.0,2.0,1.0,2.0,115.0
other,1550.0,3.0,2.0,3.0,68.5
Whitefield,1216.0,2.0,1.0,2.0,75.0
other,1005.0,2.0,2.0,2.0,40.0
7th Phase JP Nagar,1430.0,2.0,1.0,3.0,102.0
other,4100.0,4.0,3.0,4.0,660.0
other,1660.0,3.0,2.0,3.0,125.0
Thanisandra,1430.0,2.0,3.0,3.0,56.0
Hennur Road,1470.0,2.0,1.0,3.0,75.0
other,1045.0,2.0,1.0,2.0,76.77
Hebbal,4225.0,6.0,0.0,4.0,359.0
other,950.0,2.0,0.0,2.0,30.0
other,1382.0,3.0,1.0,3.0,65.0
other,930.0,2.0,2.0,2.0,46.0
Sarjapur  Road,1660.0,2.0,2.0,3.0,116.0
other,1290.0,2.0,2.0,2.0,71.95
Whitefield,1010.0,2.0,1.0,3.0,45.0
other,3050.0,4.0,0.0,4.0,130.0
other,1200.0,2.0,2.0,2.0,71.0
other,1650.0,3.0,2.0,3.0,140.0
other,1636.0,3.0,2.0,3.0,88.0
other,2367.0,3.0,2.0,3.0,320.0
other,1153.0,2.0,2.0,2.0,56.55
other,2087.01,4.0,2.0,3.0,160.0
other,1200.0,2.0,1.0,2.0,47.0
other,1844.0,3.0,1.0,3.0,89.0
other,1215.0,2.0,1.0,2.0,43.75
Sarjapur  Road,1194.0,2.0,1.0,2.0,57.0
other,1220.0,2.0,2.0,2.0,52.0
other,3150.0,4.0,2.0,4.0,150.0
Kanakpura Road,525.0,1.0,1.0,1.0,26.0
other,955.0,2.0,1.0,2.0,37.97
other,2000.0,5.0,0.0,5.0,75.0
other,884.0,2.0,1.0,2.0,48.0
other,1250.0,2.0,1.0,2.0,68.75
other,7000.0,2.0,1.0,2.0,135.0
other,2400.0,4.0,2.0,3.0,300.0
other,2990.0,4.0,1.0,4.0,225.0
other,1195.0,2.0,1.0,2.0,52.0
other,2559.0,1.0,1.0,1.0,55.0
other,1200.0,2.0,1.0,2.0,33.0
Sarjapur  Road,984.0,2.0,1.0,2.0,45.75
other,1089.0,2.0,1.0,2.0,40.0
Hennur Road,1165.0,2.0,1.0,2.0,52.0
other,410.0,1.0,1.0,1.0,10.0
other,1482.0,3.0,1.0,3.0,110.0
other,1200.0,2.0,1.0,2.0,68.0
other,1938.0,3.0,3.0,3.0,113.0
other,1166.0,2.0,2.0,3.0,34.97
other,1275.0,2.0,2.0,3.0,55.46
other,1140.0,2.0,2.0,2.0,43.0
other,3734.0,5.0,1.0,4.0,430.0
other,720.0,1.0,2.0,1.0,28.0
other,1200.0,3.0,2.0,3.0,228.0
other,1100.0,2.0,1.0,2.0,90.0
other,1162.0,2.0,2.0,2.0,98.77
other,540.0,1.0,0.0,1.0,35.0
other,1550.0,2.0,2.0,3.0,73.5
other,1300.0,3.0,0.0,3.0,145.0
other,1200.0,5.0,1.0,5.0,130.0
other,1220.0,2.0,2.0,2.0,60.0
other,964.0,2.0,1.0,2.0,62.0
other,1500.0,3.0,2.0,3.0,50.0
Sarjapur  Road,1347.0,2.0,1.0,3.0,44.0
other,5000.0,5.0,0.0,4.0,250.0
Bannerghatta Road,3000.0,4.0,2.0,4.0,140.0
other,1120.0,2.0,1.0,2.0,42.5
other,600.0,1.0,1.0,1.0,22.8
Whitefield,2321.0,4.0,1.0,3.0,157.0
other,540.0,1.0,2.0,1.0,24.0
Hebbal,1150.0,2.0,1.0,2.0,57.0
other,1484.0,3.0,1.0,3.0,75.0
other,1680.0,2.0,0.0,3.0,68.0
other,620.0,2.0,1.0,2.0,23.0
other,1650.0,3.0,2.0,3.0,78.0
other,1250.0,3.0,2.0,3.0,44.0
other,2072.0,3.0,2.0,3.0,108.0
Sarjapur  Road,1105.0,2.0,2.0,2.0,40.0
other,1200.0,2.0,2.0,2.0,60.5
other,3100.0,7.0,3.0,7.0,145.0
Whitefield,4007.0,4.0,3.0,4.0,530.0
Electronic City,550.0,2.0,1.0,2.0,16.0
other,1340.0,2.0,2.0,3.0,53.6
other,2409.0,3.0,3.0,3.0,395.0
Haralur Road,1194.0,2.0,2.0,2.0,46.0
other,1246.0,2.0,1.0,2.0,65.0
other,1055.0,2.0,3.0,2.0,75.0
other,1541.0,3.0,1.0,3.0,69.61
other,1370.0,2.0,2.0,2.0,88.0
Whitefield,1224.0,2.0,2.0,2.0,75.0
other,650.0,2.0,1.0,4.0,58.0
other,883.0,2.0,1.0,2.0,39.0
other,1676.0,3.0,0.0,3.0,92.13
other,1154.0,2.0,1.0,2.0,57.0
Kanakpura Road,1610.0,3.0,3.0,3.0,78.5
other,1057.0,2.0,1.0,2.0,42.0
Raja Rajeshwari Nagar,1157.0,2.0,1.0,2.0,65.0
other,1200.0,4.0,1.0,4.0,85.0
other,1500.0,7.0,3.0,7.0,130.0
other,980.0,2.0,3.0,2.0,35.0
Sarjapur  Road,1140.0,2.0,1.0,2.0,40.0
Raja Rajeshwari Nagar,1206.0,2.0,1.0,2.0,40.7
Electronic City Phase II,575.0,1.0,1.0,1.0,16.75
other,1600.0,3.0,1.0,3.0,170.0
other,2400.0,4.0,1.0,4.0,500.0
other,1300.0,2.0,2.0,3.0,52.0
other,1270.0,2.0,1.0,3.0,35.56
Electronic City,1128.0,2.0,1.0,2.0,63.5
other,640.0,1.0,1.0,1.0,45.0
other,2400.0,3.0,2.0,3.0,185.0
other,1200.0,2.0,0.0,3.0,66.0
other,1090.0,2.0,2.0,2.0,38.15
Electronic City,589.0,1.0,1.0,1.0,29.0
Electronic City,1125.0,2.0,1.0,2.0,28.13
other,1140.0,2.0,2.0,2.0,50.66
Sarjapur  Road,3150.0,4.0,2.0,4.0,500.0
other,1315.0,2.0,3.0,2.0,74.0
other,1435.0,2.0,2.0,3.0,115.0
Haralur Road,1092.0,2.0,2.0,2.0,44.0
other,1314.0,2.0,3.0,2.0,80.0
other,1260.0,2.0,1.0,2.0,100.0
other,1875.0,5.0,1.0,7.0,192.0
other,1080.0,2.0,1.0,2.0,49.0
other,4000.0,8.0,3.0,8.0,160.0
other,1082.0,2.0,1.0,3.0,45.0
other,1150.0,3.0,2.0,3.0,65.0
Hennur Road,1052.0,2.0,1.0,2.0,34.72
Yelahanka,1045.0,2.0,1.0,2.0,45.0
other,1442.0,3.0,2.0,3.0,80.0
other,1500.0,2.0,2.0,3.0,75.0
other,497.0,1.0,1.0,2.0,20.0
other,1255.0,2.0,1.0,2.0,53.57
other,1432.0,3.0,2.0,3.0,79.0
other,2100.0,3.0,2.0,3.0,150.0
Hennur Road,1450.0,2.0,2.0,2.0,80.0
Sarjapur  Road,1346.0,2.0,1.0,2.0,69.61
other,1200.0,2.0,2.0,2.0,29.0
Electronic City Phase II,925.0,2.0,1.0,3.0,49.82
other,1160.0,2.0,2.0,2.0,49.0
other,1768.0,3.0,3.0,3.0,81.31
other,1094.0,2.0,2.0,2.0,54.0
other,1500.0,3.0,3.0,3.0,90.0
other,1745.0,3.0,2.0,3.0,130.0
other,2875.0,7.0,0.0,7.0,85.0
other,3500.0,3.0,3.0,4.0,425.0
other,1550.0,3.0,1.0,3.0,50.0
other,2340.0,5.0,1.0,4.0,160.0
Whitefield,1655.0,3.0,2.0,3.0,113.0
other,2024.0,3.0,2.0,3.0,103.0
other,3100.0,5.0,0.0,4.0,425.0
other,1575.0,4.0,3.0,3.0,100.0
other,1920.0,3.0,2.0,3.0,130.0
Sarjapur  Road,6200.0,4.0,2.0,4.0,744.0
other,1082.0,2.0,1.0,3.0,55.0
other,1265.0,2.0,3.0,3.0,55.0
other,1100.0,2.0,2.0,3.0,45.0
other,1160.0,2.0,1.0,2.0,65.0
other,1246.0,2.0,1.0,2.0,67.4
other,615.0,1.0,1.0,1.0,43.08
7th Phase JP Nagar,1128.0,2.0,1.0,2.0,60.0
other,1260.0,2.0,1.0,2.0,55.0
other,1830.0,3.0,3.0,3.0,89.89
other,1525.0,2.0,2.0,3.0,68.0
Yelahanka,602.0,2.0,1.0,1.0,30.0
other,3000.0,4.0,2.0,7.0,400.0
other,1835.0,3.0,3.0,3.0,89.0
Kanakpura Road,1250.0,3.0,3.0,3.0,62.6
other,1200.0,4.0,1.0,4.0,110.0
other,1855.0,3.0,3.0,3.0,96.0
Kanakpura Road,1450.0,3.0,3.0,3.0,60.91
Sarjapur  Road,2089.0,3.0,2.0,3.0,148.0
Haralur Road,1464.0,3.0,2.0,3.0,56.0
other,4800.0,3.0,2.0,4.0,200.0
other,1200.0,2.0,2.0,2.0,44.73
other,1095.0,2.0,1.0,2.0,45.0
other,2900.0,3.0,2.0,3.0,297.0
other,2500.0,3.0,2.0,3.0,345.0
other,1170.0,3.0,2.0,3.0,80.0
other,1280.0,2.0,1.0,2.0,88.0
other,1224.0,2.0,0.0,2.0,105.0
Thanisandra,1694.0,3.0,1.0,3.0,125.0
Electronic City,825.0,2.0,1.0,2.0,30.0
Sarjapur  Road,1612.0,3.0,1.0,3.0,98.38
other,985.0,2.0,1.0,2.0,25.12
other,1175.0,2.0,2.0,2.0,75.0
other,600.0,1.0,0.0,1.0,24.0
Whitefield,1740.0,3.0,3.0,3.0,85.0
other,1770.0,3.0,2.0,3.0,99.0
other,1090.0,2.0,1.0,2.0,46.0
Whitefield,4144.0,5.0,1.0,5.0,331.0
other,1800.0,3.0,1.0,3.0,130.0
other,1221.0,3.0,3.0,3.0,65.0
other,1046.0,2.0,1.0,2.0,48.0
Uttarahalli,1290.0,2.0,3.0,3.0,56.12
Electronic City Phase II,1065.0,2.0,1.0,2.0,30.76
other,1850.0,4.0,2.0,3.0,121.0
other,1097.0,2.0,1.0,2.0,49.0
other,1200.0,3.0,2.0,2.0,70.0
other,2160.0,3.0,2.0,3.0,170.0
other,1140.0,2.0,2.0,2.0,52.0
other,1297.0,2.0,2.0,2.0,98.0
other,1150.0,2.0,0.0,2.0,50.0
other,1375.0,2.0,1.0,2.0,45.0
other,1245.0,2.0,2.0,2.0,58.0
other,4750.0,6.0,1.0,4.0,948.0
other,1800.0,3.0,0.0,4.0,180.0
other,1594.0,3.0,2.0,3.0,140.0
other,1200.0,2.0,0.0,3.0,66.0
other,645.0,1.0,1.0,1.0,16.45
Kanakpura Road,700.0,2.0,2.0,2.0,36.0
Raja Rajeshwari Nagar,1000.0,2.0,0.0,2.0,50.0
Whitefield,4000.0,5.0,1.0,6.0,540.0
other,1160.0,2.0,2.0,2.0,42.0
other,1200.0,6.0,0.0,6.0,85.0
other,600.0,3.0,0.0,5.0,140.0
other,1570.0,2.0,2.0,3.0,95.0
Sarjapur  Road,1290.0,2.0,2.0,2.0,88.0
other,1200.0,2.0,1.0,2.0,44.4
other,2777.29,5.0,2.0,3.0,649.0
other,2250.0,3.0,0.0,3.0,180.0
other,1270.0,2.0,0.0,2.0,172.0
other,1145.0,2.0,2.0,2.0,44.0
other,1320.0,2.0,2.0,3.0,46.0
Electronic City Phase II,1065.0,2.0,1.0,2.0,30.75
Whitefield,1650.0,3.0,2.0,3.0,48.0
Sarjapur  Road,1371.0,2.0,1.0,2.0,86.0
other,2700.0,5.0,2.0,5.0,150.0
Electronic City,1575.0,3.0,1.0,3.0,94.5
Yelahanka,1362.0,2.0,2.0,2.0,66.0
Haralur Road,1255.0,3.0,1.0,3.0,90.0
Whitefield,925.0,2.0,1.0,2.0,35.0
other,1088.0,2.0,1.0,2.0,30.46
Yelahanka,1234.0,2.0,2.0,2.0,80.0
Sarjapur  Road,2140.0,3.0,2.0,3.0,139.0
other,1584.0,3.0,2.0,3.0,101.0
Whitefield,1175.0,2.0,2.0,2.0,50.0
other,1555.0,3.0,3.0,3.0,52.0
other,645.0,1.0,1.0,1.0,16.45
other,1585.0,2.0,2.0,3.0,79.0
other,1354.0,2.0,2.0,2.0,71.0
other,1165.0,2.0,2.0,2.0,45.0
other,1200.0,3.0,1.0,3.0,75.0
Hebbal,1740.0,2.0,1.0,3.0,137.0
Hebbal,1200.0,9.0,0.0,9.0,185.0
other,985.0,2.0,1.0,2.0,50.17
other,1200.0,2.0,1.0,2.0,36.0
other,600.0,4.0,2.0,3.0,70.0
other,1340.0,2.0,2.0,3.0,47.0
other,1583.0,3.0,1.0,3.0,95.23
other,1200.0,1.0,1.0,2.0,180.0
Bannerghatta Road,1122.5,2.0,0.0,2.0,61.74
Thanisandra,1573.0,3.0,2.0,3.0,100.0
other,1227.0,2.0,2.0,2.0,42.88
other,1210.0,2.0,1.0,2.0,60.0
other,1650.0,3.0,3.0,3.0,125.0
Raja Rajeshwari Nagar,1485.0,2.0,2.0,3.0,63.0
Haralur Road,1735.0,3.0,2.0,3.0,97.0
other,1730.0,3.0,2.0,3.0,175.0
other,1684.0,3.0,2.0,3.0,86.0
other,1686.0,3.0,3.0,3.0,77.0
other,1654.0,3.0,3.0,3.0,82.0
other,1600.0,3.0,3.0,3.0,105.0
other,1100.0,2.0,1.0,2.0,39.9
Bannerghatta Road,1655.0,3.0,3.0,3.0,95.0
other,1830.0,3.0,3.0,3.0,121.0
Hebbal,1430.0,3.0,1.0,3.0,85.0
other,1989.0,4.0,3.0,3.0,155.0
Sarjapur  Road,1044.0,2.0,2.0,2.0,55.0
other,1426.0,3.0,2.0,3.0,85.0
other,1115.0,2.0,2.0,2.0,50.0
Yelahanka,1000.0,2.0,1.0,2.0,29.0
other,754.0,2.0,0.0,2.0,69.99
Electronic City Phase II,1140.0,2.0,1.0,2.0,33.06
other,900.0,2.0,1.0,2.0,35.0
other,1200.0,2.0,3.0,2.0,50.0
other,580.0,1.0,1.0,1.0,45.0
other,1200.0,2.0,0.0,3.0,66.0
other,1030.0,2.0,1.0,2.0,50.36
other,1910.0,4.0,3.0,3.0,150.0
other,1950.0,3.0,3.0,3.0,132.0
other,1724.0,3.0,1.0,3.0,125.0
other,1200.0,2.0,2.0,3.0,130.0
other,1314.0,2.0,0.0,2.0,225.0
other,1400.0,2.0,2.0,2.0,65.0
other,1400.0,2.0,2.0,3.0,68.0
other,1115.0,2.0,2.0,2.0,44.6
other,1300.0,2.0,2.0,2.0,55.86
other,2400.0,4.0,1.0,4.0,150.0
Kanakpura Road,1332.0,2.0,1.0,2.0,108.0
other,1000.0,2.0,1.0,2.0,41.0
Whitefield,1200.0,3.0,2.0,3.0,67.75
Whitefield,2444.0,4.0,0.0,4.0,145.0
Electronic City,1070.0,2.0,1.0,2.0,48.0
Sarjapur  Road,1600.0,3.0,1.0,3.0,85.0
Marathahalli,1196.0,2.0,2.0,2.0,57.95
Electronic City,1025.0,2.0,1.0,2.0,54.0
other,1220.0,3.0,2.0,3.0,56.0
Sarjapur  Road,2180.0,4.0,3.0,3.0,180.0
other,1600.0,3.0,2.0,3.0,102.0
Whitefield,1270.0,2.0,1.0,2.0,110.0
other,3290.0,4.0,0.0,3.0,460.0
other,1932.47,3.0,2.0,3.0,183.0
other,2086.0,3.0,2.0,3.0,160.0
other,1165.0,2.0,1.0,2.0,51.42
Marathahalli,1310.0,3.0,1.0,3.0,63.25
other,1440.0,2.0,2.0,2.0,165.0
other,1900.0,3.0,2.0,3.0,85.0
other,740.0,1.0,1.0,2.0,22.0
other,2503.0,3.0,3.0,3.0,138.0
other,1075.0,2.0,2.0,2.0,60.0
other,1260.0,2.0,2.0,2.0,83.5
Yelahanka,1282.0,2.0,1.0,3.0,48.72
other,1100.0,2.0,1.0,4.0,60.0
other,1717.0,3.0,3.0,3.0,125.0
other,1088.0,2.0,2.0,2.0,46.0
Raja Rajeshwari Nagar,1335.0,2.0,1.0,3.0,56.0
other,1200.0,2.0,1.0,2.0,42.0
other,1325.0,2.0,2.0,3.0,60.0
other,1157.0,2.0,1.0,2.0,73.0
other,1200.0,2.0,1.0,2.0,54.0
other,1510.0,2.0,2.0,3.0,65.0
other,1050.0,2.0,2.0,2.0,54.0
other,1200.0,2.0,2.0,2.0,45.0
other,1516.0,3.0,1.0,3.0,147.0
other,2400.0,6.0,2.0,6.0,475.0
other,1050.0,2.0,1.0,2.0,44.41
other,1000.0,2.0,0.0,2.0,66.0
other,1050.0,2.0,2.0,2.0,35.0
other,600.0,5.0,0.0,4.0,110.0
other,1194.0,2.0,1.0,2.0,65.0
other,600.0,3.0,2.0,4.0,62.0
other,1210.0,2.0,3.0,2.0,69.0
Whitefield,1660.0,3.0,1.0,3.0,110.0
other,1410.0,2.0,3.0,2.0,125.0
other,1305.0,2.0,1.0,2.0,67.0
other,1800.0,6.0,2.0,6.0,101.0
Bannerghatta Road,1206.0,2.0,3.0,2.0,53.0
other,883.0,2.0,1.0,2.0,49.0
Bannerghatta Road,1150.0,2.0,2.0,2.0,55.0
other,1100.0,2.0,0.0,2.0,65.0
other,1245.0,2.0,1.0,2.0,125.0
other,1850.0,3.0,3.0,3.0,110.0
other,3385.0,4.0,1.0,4.0,220.0
other,2150.0,3.0,2.0,4.0,85.0
Hebbal,3895.0,3.0,1.0,3.0,390.0
other,1035.0,2.0,2.0,2.0,55.0
other,600.0,3.0,2.0,2.0,72.0
other,1200.0,3.0,3.0,3.0,75.0
Hennur Road,1155.0,2.0,1.0,2.0,69.18
other,1200.0,6.0,2.0,7.0,235.0
other,755.0,1.0,0.0,1.0,30.12
other,960.0,2.0,2.0,2.0,35.0
other,450.0,1.0,1.0,1.0,20.0
other,4000.0,5.0,0.0,5.0,680.0
Raja Rajeshwari Nagar,1571.0,3.0,3.0,3.0,53.12
Sarjapur  Road,1691.0,3.0,2.0,3.0,119.0
other,1489.0,2.0,1.0,3.0,70.0
other,800.0,2.0,1.0,2.0,32.0
other,980.0,2.0,2.0,3.0,60.0
Bannerghatta Road,1215.0,2.0,1.0,2.0,65.0
Electronic City Phase II,911.0,2.0,1.0,2.0,26.5
other,1535.0,3.0,0.0,3.0,90.0
other,1200.0,5.0,0.0,5.0,205.0
other,1500.0,2.0,1.0,3.0,70.0
other,1588.0,2.0,3.0,2.0,58.0
other,675.0,4.0,2.0,4.0,68.0
other,957.0,2.0,2.0,2.0,56.0
Electronic City Phase II,1200.0,2.0,1.0,2.0,34.65
other,1495.0,2.0,2.0,3.0,52.33
other,845.0,2.0,0.0,2.0,34.0
other,3000.0,4.0,2.0,4.0,350.0
Sarjapur  Road,2206.0,4.0,1.0,3.0,180.0
other,1181.0,2.0,1.0,2.0,61.0
Sarjapur  Road,1309.0,2.0,3.0,2.0,69.5
other,1400.0,3.0,3.0,3.0,63.0
Kanakpura Road,1622.0,3.0,0.0,3.0,95.0
other,1225.0,2.0,2.0,2.0,48.0
other,1719.0,3.0,3.0,3.0,95.0
other,995.0,2.0,1.0,2.0,40.8
other,1120.0,2.0,2.0,2.0,53.0
other,1047.0,2.0,1.0,2.0,75.0
other,1466.0,3.0,3.0,3.0,59.96
Sarjapur  Road,1691.0,3.0,2.0,3.0,100.0
other,876.0,2.0,2.0,2.0,28.47
other,1659.0,3.0,1.0,3.0,135.0
Whitefield,1270.0,2.0,1.0,2.0,105.0
other,1269.0,2.0,3.0,3.0,50.75
other,1200.0,3.0,2.0,2.0,80.0
other,1153.0,2.0,2.0,2.0,56.5
Whitefield,1315.0,2.0,2.0,2.0,69.5
other,2485.0,4.0,2.0,4.0,198.0
other,1354.0,3.0,1.0,3.0,85.86
Whitefield,1344.0,3.0,1.0,4.0,130.0
Yelahanka,1180.0,2.0,1.0,2.0,55.0
other,1313.0,2.0,2.0,2.0,68.0
other,1100.0,2.0,2.0,2.0,50.0
other,600.0,4.0,1.0,4.0,78.0
other,1200.0,3.0,0.0,3.0,190.0
other,625.0,3.0,3.0,6.0,78.0
other,890.0,2.0,3.0,2.0,37.0
Whitefield,1173.0,2.0,1.0,2.0,78.2
other,1190.0,2.0,1.0,2.0,55.0
other,1250.0,2.0,0.0,2.0,75.0
other,1644.0,3.0,3.0,3.0,80.51
other,1740.0,3.0,2.0,3.0,150.0
other,1710.0,3.0,2.0,3.0,110.0
other,1000.0,4.0,2.0,4.0,130.0
Hebbal,1662.0,3.0,2.0,3.0,155.0
other,1162.0,2.0,1.0,2.0,48.0
Whitefield,1362.0,2.0,3.0,2.0,85.0
other,540.0,1.0,1.0,1.0,22.5
Thanisandra,1533.0,3.0,0.0,3.0,75.885
other,900.0,4.0,1.0,5.0,62.0
Sarjapur  Road,1250.0,4.0,0.0,4.0,135.0
other,1410.0,2.0,3.0,3.0,54.99
other,2665.0,5.0,3.0,4.0,125.0
other,970.0,2.0,0.0,2.0,45.0
other,1799.0,6.0,3.0,6.0,101.0
other,1500.0,6.0,1.0,6.0,300.0
Uttarahalli,1200.0,4.0,3.0,4.0,155.0
Haralur Road,1810.0,3.0,2.0,3.0,97.83
other,1084.0,2.0,1.0,2.0,51.0
other,1500.0,3.0,2.0,3.0,85.0
Uttarahalli,1328.0,2.0,1.0,3.0,56.0
Marathahalli,1485.0,2.0,2.0,3.0,90.0
other,1500.0,2.0,2.0,3.0,58.0
other,1100.0,2.0,2.0,2.0,85.0
other,1360.0,2.0,2.0,3.0,73.0
other,900.0,2.0,1.0,2.0,75.0
other,600.0,3.0,3.0,3.0,86.0
Electronic City Phase II,1031.0,2.0,1.0,2.0,54.48
Whitefield,955.0,2.0,0.0,2.0,38.19
Uttarahalli,1040.0,2.0,2.0,2.0,36.4
other,2800.0,6.0,1.0,7.0,110.0
other,1404.0,2.0,1.0,3.0,56.15
Haralur Road,1200.0,2.0,2.0,2.0,46.0
